OPEID,INSTNM,CITY,STABBR,ZIP,SCH_DEG,PREDDEG,HIGHDEG,ST_FIPS,REGION,HBCU,PBI,MENONLY,WOMENONLY,ADM_RATE,ADM_RATE_ALL,UGDS_MEN,UGDS_WOMEN,COMP_ORIG_YR8_RT,OMAWDP8_ALL_POOLED_SUPP,OMAWDP8_PELL_ALL_POOLED_SUPP,C150_4_POOLED_SUPP,C150_L4_POOLED_SUPP,C150_4_PELL_POOLED_SUPP,C150_L4_PELL_POOLED_SUPP,COSTT4_A
01014200,Touro University,New York,NY,10036,3,3,4,36,2,0,0,0,0,0.7131,0.71307189542483,0.3079,0.6921,0.426258992806,0.5839,0.5383,0.6486,NA,0.6155,NA,33946
00281200,Trocaire College,Buffalo,NY,14220-2094,2,2,3,36,2,0,0,0,0,0.6811,0.68106312292358,0.1172,0.8828,0.225325884544,0.6068,0.5854,0.2308,NA,0.1779,NA,27998
00288000,Ulster County Community College,Stone Ridge,NY,12484,2,2,2,36,2,0,0,0,0,NA,NA,0.4266,0.5734,0.105806451613,0.3704,0.3168,NA,0.2877,NA,0.2517,12823
00288900,Union College,Schenectady,NY,12308-2311,3,3,3,36,2,0,0,0,0,0.4651,0.46512177819815,0.5556,0.4444,0.833819241983,0.8511,0.8994,0.8458,NA,0.869,NA,78611
01118900,United Talmudical Seminary,Brooklyn,NY,11211,3,3,3,36,2,0,0,1,0,NA,NA,1,0,0.550617283951,0.5107,0.5564,0.5479,NA,0.5778,NA,24485
00289200,United States Merchant Marine Academy,Kings Point,NY,11024-1634,3,3,4,36,0,0,0,0,0,0.2735,0.27349869451697,0.8024,0.1976,0.730769230769,0.8125,0.8511,0.7886,NA,0.7381,NA,9380
00288300,Utica University,Utica,NY,13502-4892,3,3,4,36,2,0,0,0,0,0.809,0.8090288090288,0.422,0.578,0.533101045296,0.5705,0.5307,0.5895,NA,0.509,NA,36222
00289500,Vassar College,Poughkeepsie,NY,12604,3,3,3,36,2,0,0,0,0,0.1866,0.18655800911321,0.3848,0.6152,0.908163265306,0.899,0.8782,0.9223,NA,0.9167,NA,80784
00289600,Villa Maria College,Buffalo,NY,14225-3999,2,3,3,36,2,0,0,0,0,0.782,0.782,0.4923,0.5077,0.205714285714,0.4292,0.3836,0.319,NA,0.2596,NA,32007
00746800,School of Visual Arts,New York,NY,10010,3,3,4,36,2,0,0,0,0,0.8741,0.8740612362796,0.2584,0.7416,0.626707132018,0.7313,0.6667,0.7387,NA,0.6698,NA,72488
00289900,Wagner College,Staten Island,NY,10301-4495,3,3,4,36,2,0,0,0,0,0.6854,0.68544423440453,0.3724,0.6276,0.715346534653,0.7407,0.6535,0.6655,NA,0.5919,NA,62075
00290000,Webb Institute,Glen Cove,NY,11542-1398,3,3,3,36,2,0,0,0,0,0.2077,0.20765027322404,0.7451,0.2549,PS,0.7636,PS,0.8333,NA,PS,NA,76035
00290100,Wells College,Aurora,NY,13026-0500,3,3,3,36,2,0,0,0,0,0.8768,0.87679269882659,0.4413,0.5587,0.427536231884,0.5804,0.5181,0.5316,NA,0.4845,NA,48783
00520800,The College of Westchester,White Plains,NY,10606-1200,2,2,3,36,2,0,0,0,0,0.9545,0.95454545454545,0.2925,0.7075,0.371663244353,0.508,0.4965,0.4499,NA,0.4557,NA,29473
00288100,SUNY Westchester Community College,Valhalla,NY,10595,2,2,2,36,2,0,0,0,0,NA,NA,0.4697,0.5303,0.024022174315,0.2796,0.2772,NA,0.2397,NA,0.2122,15574
01185900,Word of Life Bible Institute,Pottersville,NY,12860-0129,1,1,1,36,2,0,0,0,0,NA,NA,0.4702,0.5298,0.61875,NA,NA,NA,0.7979,NA,0.9919,20504
02505800,Yeshiva Karlin Stolin,Brooklyn,NY,11204-1545,3,3,4,36,2,0,0,1,0,NA,NA,1,0,0.302325581395,0.4583,0.4727,0.4528,NA,0.5616,NA,16913
02265100,Yeshiva Derech Chaim,Brooklyn,NY,11218-0000,3,3,3,36,2,0,0,1,0,0.6441,0.64406779661016,1,0,PS,0.4219,0.4035,0.1212,NA,PS,NA,20900
01167000,Yeshiva of Nitra Rabbinical College,Chester,NY,10918,3,3,4,36,2,0,0,1,0,NA,NA,1,0,0.230769230769,0.1716,0.2016,0.1885,NA,0.2273,NA,23550
02152000,Yeshivath Shaar Hatorah,Kew Gardens,NY,11418,3,3,3,36,2,0,0,1,0,0.7561,0.7560975609756,1,0,PS,0.3786,PS,0.537,NA,PS,NA,20480
00290300,Yeshiva University,New York,NY,10033-3299,3,3,4,36,2,0,0,0,0,0.6322,0.63219814241486,0.545,0.455,0.443373493976,0.8053,0.7751,0.8223,NA,0.7547,NA,66643
01302700,Yeshivath Viznitz,Monsey,NY,10952,3,3,3,36,2,0,0,1,0,0.8909,0.89090909090909,1,0,0.835294117647,0.7265,0.7881,0.723,NA,0.7732,NA,16096
01182100,Yeshivath Zichron Moshe,South Fallsburg,NY,12779,2,2,3,36,2,0,0,1,0,0.5882,0.58823529411764,1,0,PS,0.5472,0.5875,0.6512,NA,PS,NA,21600
00291700,College of the Albemarle,Elizabeth City,NC,27906-2327,2,2,2,37,5,0,0,0,0,NA,NA,0.3058,0.6942,0.163150492264,0.2778,0.2404,NA,0.3488,NA,0.3258,11592
00798500,South Piedmont Community College,Polkton,NC,28135,1,1,2,37,5,0,0,0,0,NA,NA,0.3344,0.6656,0.151988636364,0.2425,0.2199,NA,0.3068,NA,0.1981,14872
00290600,Appalachian State University,Boone,NC,28608,3,3,4,37,5,0,0,0,0,0.8308,0.83077960008986,0.4365,0.5635,0.709478021978,0.7394,0.701,0.7397,NA,0.7063,NA,20735
00403300,Asheville-Buncombe Technical Community College,Asheville,NC,28801-4897,2,2,2,37,5,0,0,0,0,NA,NA,0.374,0.626,0.248735632184,0.3254,0.2837,NA,0.3231,NA,0.3047,13777
00290800,Barton College,Wilson,NC,27893-7000,3,3,4,37,5,0,0,0,0,0.946,0.94598403006106,0.5071,0.4929,0.529577464789,0.5639,0.5302,0.4956,NA,0.4303,NA,46781
00855800,Beaufort County Community College,Washington,NC,27889,2,1,2,37,5,0,0,0,0,NA,NA,0.3079,0.6921,0.169278996865,0.358,0.3279,NA,0.4472,NA,0.4,15004
00291000,Belmont Abbey College,Belmont,NC,28012-1802,3,3,3,37,5,0,0,0,0,0.9717,0.97170837867247,0.5393,0.4607,0.421841541756,0.5005,0.4737,0.464,NA,0.3568,NA,32424
00291100,Bennett College,Greensboro,NC,27401-3239,3,3,3,37,5,1,0,0,1,0.4463,0.44625719769673,0,1,0.25,0.3058,0.2787,0.2095,NA,0.1884,NA,35872
00798700,Bladen Community College,Dublin,NC,28332,2,1,2,37,5,0,0,0,0,NA,NA,0.343,0.657,0.114331723027,0.1851,0.171,NA,0.4915,NA,0.4314,12238
00968400,Blue Ridge Community College,Flat Rock,NC,28731-4728,1,1,2,37,5,0,0,0,0,NA,NA,0.3815,0.6185,0.19619047619,0.3224,0.3009,NA,0.5032,NA,0.4973,13176
00291200,Brevard College,Brevard,NC,28712,3,3,3,37,5,0,0,0,0,0.3989,0.39891205802357,0.6238,0.3762,0.336633663366,0.4561,0.4057,0.3396,NA,0.2646,NA,44388
02170700,Brunswick Community College,Bolivia,NC,28422-9021,2,2,2,37,5,0,0,0,0,NA,NA,0.3888,0.6112,0.233009708738,0.357,0.3276,NA,0.3995,NA,0.3936,13287
00647700,Cabarrus College of Health Sciences,Concord,NC,28025-3959,2,2,4,37,5,0,0,0,0,0.449,0.44897959183673,0.0668,0.9332,0.75138121547,0.6977,0.6229,0.6316,NA,0.575,NA,26430
00483500,Caldwell Community College and Technical Institute,Hudson,NC,28638,2,2,2,37,5,0,0,0,0,NA,NA,0.3809,0.6191,0.188271604938,0.2907,0.2707,NA,0.3816,NA,0.3431,12151
00291300,Campbell University,Buies Creek,NC,27506,3,3,4,37,5,0,0,0,0,0.8858,0.88575129533678,0.4766,0.5234,0.520780322307,0.4886,0.4679,0.5579,NA,0.4562,NA,56823
00532000,Cape Fear Community College,Wilmington,NC,28401-3910,2,2,2,37,5,0,0,0,0,NA,NA,0.4088,0.5912,0.17972027972,0.3906,0.3826,NA,0.2811,NA,0.2641,14717
00808100,Carteret Community College,Morehead City,NC,28557,1,1,2,37,5,0,0,0,0,NA,NA,0.3319,0.6681,0.226211849192,0.3231,0.3195,NA,0.3784,NA,0.3708,20484
00291400,Catawba College,Salisbury,NC,28144,3,3,4,37,5,0,0,0,0,0.6708,0.67083463582369,0.4796,0.5204,0.442176870748,0.5542,0.5333,0.5788,NA,0.4963,NA,46573
00531800,Catawba Valley Community College,Hickory,NC,28602-0699,2,2,2,37,5,0,0,0,0,NA,NA,0.4251,0.5749,0.198282032928,0.3148,0.2851,NA,0.345,NA,0.2863,18726
00544900,Central Carolina Community College,Sanford,NC,27330-9840,1,2,2,37,5,0,0,0,0,NA,NA,0.3519,0.6481,0.196983141083,0.3259,0.2907,NA,0.338,NA,0.2995,13277
00291500,Central Piedmont Community College,Charlotte,NC,28204,2,2,2,37,5,0,0,0,0,NA,NA,0.4351,0.5649,0.171777171296,0.2172,0.1853,NA,0.2236,NA,0.2216,12003
00291600,Chowan University,Murfreesboro,NC,27855,3,3,4,37,5,0,0,0,0,0.8668,0.86675520141655,0.5975,0.4025,0.271513353116,0.327,0.3015,0.2709,NA,0.2376,NA,37910
00808200,Cleveland Community College,Shelby,NC,28152-6224,1,1,2,37,5,0,0,0,0,NA,NA,0.3455,0.6545,0.155466399198,0.2233,0.234,NA,0.318,NA,0.2524,5775
00531600,Coastal Carolina Community College,Jacksonville,NC,28546-6816,1,1,2,37,5,0,0,0,0,NA,NA,0.3874,0.6126,0.209173036831,0.3013,0.3288,NA,0.3491,NA,0.3251,14756
00679900,Craven Community College,New Bern,NC,28562-4900,2,2,2,37,5,0,0,0,0,NA,NA,0.3908,0.6092,0.051948051948,0.307,0.2901,NA,0.3612,NA,0.2952,10184
00291900,Davidson-Davie Community College,Thomasville,NC,27360-7385,1,1,2,37,5,0,0,0,0,NA,NA,0.326,0.674,0.172578444748,0.3467,0.2797,NA,0.387,NA,0.3123,14298
00291800,Davidson College,Davidson,NC,28035,3,3,3,37,5,0,0,0,0,0.1695,0.1694705973144,0.4672,0.5328,0.845679012346,0.925,0.947,0.9063,NA,0.9191,NA,73200
00292000,Duke University,Durham,NC,27708,3,3,4,37,5,0,0,0,0,0.0635,0.06345969289827,0.4763,0.5237,0.945388349515,0.9575,0.9311,0.9625,NA,0.9553,NA,81138
00544800,Durham Technical Community College,Durham,NC,27703-5023,1,2,2,37,5,0,0,0,0,NA,NA,0.3888,0.6112,0.129861568886,0.1981,0.1552,NA,0.2517,NA,0.2117,12482
00292300,East Carolina University,Greenville,NC,27858-4353,3,3,4,37,5,0,0,0,0,0.9234,0.92335032502455,0.4275,0.5725,0.621491026231,0.6744,0.6329,0.6546,NA,0.6066,NA,23104
00885500,Edgecombe Community College,Tarboro,NC,27886,2,2,2,37,5,0,1,0,0,NA,NA,0.1751,0.8249,0.134228187919,0.2139,0.1684,NA,0.2357,NA,0.1943,13347
00292600,Elizabeth City State University,Elizabeth City,NC,27909,3,3,4,37,5,1,0,0,0,0.7415,0.74153297682709,0.4331,0.5669,0.424878836834,0.4386,0.4402,0.4077,NA,0.4027,NA,13312
00292700,Elon University,Elon,NC,27244-2010,3,3,4,37,5,0,0,0,0,0.7446,0.7446299356162,0.4051,0.5949,0.726628895184,0.8345,0.7965,0.8329,NA,0.7833,NA,55329
00764000,Fayetteville Technical Community College,Fayetteville,NC,28303-0236,1,1,2,37,5,0,0,0,0,NA,NA,0.3782,0.6218,0.130341880342,0.2412,0.1915,NA,0.1791,NA,0.1707,10805
00292800,Fayetteville State University,Fayetteville,NC,28301-4298,3,3,4,37,5,1,0,0,0,0.8124,0.81243926141885,0.2953,0.7047,0.423448275862,0.4623,0.4808,0.4049,NA,0.397,NA,16342
00531700,Forsyth Technical Community College,Winston-Salem,NC,27103-5197,2,2,2,37,5,0,0,0,0,NA,NA,0.3582,0.6418,0.166522864538,0.2496,0.2047,NA,0.3007,NA,0.2847,11225
00292900,Gardner-Webb University,Boiling Springs,NC,28017-0997,3,3,4,37,5,0,0,0,0,0.7495,0.74947625698324,0.3562,0.6438,0.553903345725,0.6209,0.6012,0.5,NA,0.386,NA,46349
00297300,Gaston College,Dallas,NC,28034,2,1,2,37,5,0,0,0,0,NA,NA,0.3417,0.6583,0.195890410959,0.4033,0.3919,NA,0.4092,NA,0.3229,11551
00293000,Greensboro College,Greensboro,NC,27401-1875,3,3,4,37,5,0,0,0,0,0.8428,0.84284655300222,0.622,0.378,0.267123287671,0.3592,0.2671,0.3537,NA,0.3109,NA,33504
00293100,Guilford College,Greensboro,NC,27410-4108,3,3,4,37,5,0,0,0,0,0.8351,0.83514866058286,0.5049,0.4951,0.492063492063,0.5036,0.4651,0.5164,NA,0.4312,NA,54954
00483800,Guilford Technical Community College,Jamestown,NC,27282,2,2,2,37,5,0,0,0,0,NA,NA,0.4173,0.5827,0.156812339332,0.2366,0.1998,NA,0.2855,NA,0.2471,16976
00798600,Halifax Community College,Weldon,NC,27890,1,1,2,37,5,0,0,0,0,NA,NA,0.264,0.736,0.153976311337,0.3738,0.2401,NA,0.343,NA,0.2083,15131
00808300,Haywood Community College,Clyde,NC,28721-9901,1,1,2,37,5,0,0,0,0,NA,NA,0.3375,0.6625,0.251736111111,0.3459,0.3102,NA,0.3086,NA,0.2988,13188
00293300,High Point University,High Point,NC,27268,3,3,4,37,5,0,0,0,0,0.7888,0.78876747549413,0.4475,0.5525,0.048969072165,0.6757,0.6156,0.6932,NA,0.5903,NA,58699
00293400,Isothermal Community College,Spindale,NC,28160-0804,1,1,2,37,5,0,0,0,0,NA,NA,0.3551,0.6449,0.218181818182,0.2504,0.266,NA,0.4603,NA,0.4155,11620
00768700,James Sprunt Community College,Kenansville,NC,28349,2,1,2,37,5,0,0,0,0,NA,NA,0.2715,0.7285,0.174180327869,0.3975,0.3525,NA,0.3248,NA,0.28,11825
00293600,Johnson C Smith University,Charlotte,NC,28216-5398,3,3,4,37,5,1,0,0,0,0.2528,0.25281873373807,0.4601,0.5399,0.377483443709,0.4484,0.4324,0.4085,NA,0.3949,NA,33121
00933600,Johnston Community College,Smithfield,NC,27577-2350,2,2,2,37,5,0,0,0,0,NA,NA,0.3498,0.6502,0.212267958031,0.4021,0.3229,NA,0.4546,NA,0.4281,12615
00293900,Lees-McRae College,Banner Elk,NC,28604,3,3,4,37,5,0,0,0,0,0.6134,0.6133871898442,0.3489,0.6511,0.442906574394,0.6039,0.5647,0.4323,NA,0.3714,NA,42325
00294000,Lenoir Community College,Kinston,NC,28504,1,1,2,37,5,0,0,0,0,NA,NA,0.3384,0.6616,0.151648351648,0.2947,0.2445,NA,0.2803,NA,0.2205,12682
00294100,Lenoir-Rhyne University,Hickory,NC,28601,3,3,4,37,5,0,0,0,0,0.8289,0.82887013939838,0.4358,0.5642,0.495356037152,0.5271,0.4653,0.4978,NA,0.4014,NA,55228
00294200,Livingstone College,Salisbury,NC,28144,3,3,3,37,5,1,0,0,0,0.6377,0.63770250368188,0.5924,0.4076,0.304157549234,0.2828,0.2714,0.2422,NA,0.2514,NA,28236
00294300,Louisburg College,Louisburg,NC,27549-2399,2,2,2,37,5,0,0,0,0,0.8635,0.8635477582846,0.7696,0.2304,0.19955654102,0.8886,0.9095,NA,0.7178,NA,0.7909,35845
00294400,Mars Hill University,Mars Hill,NC,28754,3,3,4,37,5,0,0,0,0,0.742,0.74201628052598,0.5122,0.4878,0.335984095427,0.3745,0.3589,0.3726,NA,0.3554,NA,46975
00798800,Martin Community College,Williamston,NC,27892-9988,2,1,2,37,5,0,0,0,0,NA,NA,0.2642,0.7358,0.172131147541,0.1985,0.2031,NA,0.4314,NA,0.48,11896
01119700,Mayland Community College,Spruce Pine,NC,28777,1,2,2,37,5,0,0,0,0,NA,NA,0.3571,0.6429,0.325714285714,0.3259,0.3119,NA,0.4253,NA,0.75,13481
00808500,McDowell Technical Community College,Marion,NC,28752-8728,2,1,2,37,5,0,0,0,0,NA,NA,0.3575,0.6425,0.190476190476,0.2877,0.2947,NA,0.4611,NA,0.3458,10394
00294500,Meredith College,Raleigh,NC,27607-5298,3,3,4,37,5,0,0,0,1,0.7318,0.73183098591549,0,1,0.6,0.667,0.6156,0.6814,NA,0.5936,NA,52815
00294600,Methodist University,Fayetteville,NC,28311-1420,3,3,4,37,5,0,0,0,0,0.7568,0.75677930746766,0.5465,0.4535,0.257553956835,0.3968,0.3382,0.3876,NA,0.2664,NA,53462
00294700,Mitchell Community College,Statesville,NC,28677,2,2,2,37,5,0,0,0,0,NA,NA,0.3802,0.6198,0.177136972194,0.3452,0.3481,NA,0.3189,NA,0.3422,13858
00808700,Montgomery Community College,Troy,NC,27371,1,1,2,37,5,0,0,0,0,NA,NA,0.4545,0.5455,0.189054726368,0.5239,0.455,NA,0.4364,NA,0.3617,15696
00294800,Montreat College,Montreat,NC,28757-1267,3,3,4,37,5,0,0,0,0,0.6806,0.68055555555555,0.5368,0.4632,0.371428571429,0.4094,0.3918,0.3633,NA,0.3217,NA,42969
00294900,University of Mount Olive,Mount Olive,NC,28365-0919,3,3,4,37,5,0,0,0,0,0.7459,0.74591947769314,0.3509,0.6491,0.427135678392,0.5025,0.4829,0.4809,NA,0.407,NA,34024
00855700,Nash Community College,Rocky Mount,NC,27804,1,2,2,37,5,0,0,0,0,NA,NA,0.3585,0.6415,0.193270060397,0.2536,0.2109,NA,0.3358,NA,0.2229,11945
00290500,North Carolina A & T State University,Greensboro,NC,27411,3,3,4,37,5,1,0,0,0,0.5639,0.56385373806381,0.3721,0.6279,0.332091097308,0.5432,0.5148,0.5496,NA,0.5182,NA,18518
00290700,University of North Carolina Asheville,Asheville,NC,28804-8510,3,3,3,37,5,0,0,0,0,0.7431,0.74310425432445,0.4238,0.5762,0.616710875332,0.6305,0.6242,0.6178,NA,0.5996,NA,21030
00297400,University of North Carolina at Chapel Hill,Chapel Hill,NC,27599,3,3,4,37,5,0,0,0,0,0.1711,0.17108322535986,0.3961,0.6039,0.846123727486,0.9084,0.892,0.9161,NA,0.8805,NA,24711
00297500,University of North Carolina at Charlotte,Charlotte,NC,28223-0001,3,3,4,37,5,0,0,0,0,0.7964,0.79639428705221,0.5187,0.4813,0.551861437388,0.6432,0.6314,0.678,NA,0.6444,NA,21908
00297600,University of North Carolina at Greensboro,Greensboro,NC,27402-6170,3,3,4,37,5,0,0,0,0,0.9194,0.91940946591402,0.3354,0.6646,0.5637718544,0.5941,0.6071,0.5777,NA,0.5515,NA,19229
00295000,North Carolina Central University,Durham,NC,27707,3,3,4,37,5,1,0,0,0,0.8438,0.84376113023863,0.2997,0.7003,0.483557951482,0.5411,0.5405,0.4746,NA,0.4541,NA,24744
00398100,University of North Carolina School of the Arts,Winston Salem,NC,27127-2738,3,3,4,37,5,0,0,0,0,0.3178,0.31782265144863,0.3923,0.6077,0.692771084337,0.7439,0.6724,0.7597,NA,0.7615,NA,23784
00297200,North Carolina State University at Raleigh,Raleigh,NC,27695-7001,3,3,4,37,5,0,0,0,0,0.4717,0.47174426450742,0.5045,0.4955,0.743710691824,0.8338,0.7951,0.845,NA,0.7875,NA,24852
00295100,North Carolina Wesleyan University,Rocky Mount,NC,27804,3,3,4,37,5,0,0,0,0,0.6843,0.68432114333753,0.5042,0.4958,0.494802494802,0.6035,0.5783,0.393,NA,0.3217,NA,47109
00298400,University of North Carolina Wilmington,Wilmington,NC,28403-5963,3,3,4,37,5,0,0,0,0,0.6883,0.68831553973902,0.3537,0.6463,0.673592746505,0.721,0.681,0.7307,NA,0.6866,NA,25332
00703100,Pamlico Community College,Grantsboro,NC,28529,1,1,2,37,5,0,0,0,0,NA,NA,0.2479,0.7521,0.104166666667,0.576,0.3239,NA,0.6061,NA,0.3488,14200
00295300,William Peace University,Raleigh,NC,27604-1194,3,3,3,37,5,0,0,0,0,0.6318,0.63179916317991,0.5281,0.4719,0.438914027149,0.4809,0.4413,0.4244,NA,0.3682,NA,48188
00295400,University of North Carolina at Pembroke,Pembroke,NC,28372-1510,3,3,4,37,5,0,0,0,0,0.8974,0.89736842105263,0.3795,0.6205,0.429718875502,0.4675,0.4624,0.4411,NA,0.4364,NA,15183
00295500,Pfeiffer University,Misenheimer,NC,28109-0960,3,3,4,37,5,0,0,0,0,0.6905,0.69053117782909,0.4714,0.5286,0.478827361564,0.5081,0.4652,0.3452,NA,0.3039,NA,46678
00964600,Piedmont Community College,Roxboro,NC,27573,1,2,2,37,5,0,0,0,0,NA,NA,0.367,0.633,0.165048543689,0.3479,0.2687,NA,0.3418,NA,0.2931,14536
00406200,Pitt Community College,Winterville,NC,28590,1,2,2,37,5,0,0,0,0,NA,NA,0.3594,0.6406,0.151215805471,0.2494,0.1948,NA,0.272,NA,0.2306,14964
00295700,Queens University of Charlotte,Charlotte,NC,28274,3,3,4,37,5,0,0,0,0,0.7127,0.71274571972098,0.3574,0.6426,0.518867924528,0.5733,0.4833,0.6643,NA,0.5484,NA,54425
00544700,Randolph Community College,Asheboro,NC,27205,2,1,2,37,5,0,0,0,0,NA,NA,0.3341,0.6659,0.02934537246,0.3266,0.2964,NA,0.4004,NA,0.3709,14538
00546400,Richmond Community College,Hamlet,NC,28345-1189,1,1,2,37,5,0,0,0,0,NA,NA,0.2961,0.7039,0.220828105395,0.3062,0.2776,NA,0.3536,NA,0.2848,12772
02280900,Mid-Atlantic Christian University,Elizabeth City,NC,27909-4054,3,3,3,37,5,0,0,0,0,0.6333,0.63333333333333,0.704,0.296,0.222222222222,0.1833,0.1532,0.4357,NA,0.4464,NA,31575
00861300,Roanoke-Chowan Community College,Ahoskie,NC,27910-9522,1,2,2,37,5,0,0,0,0,NA,NA,0.203,0.797,0.150537634409,0.1705,0.1565,NA,0.339,NA,0.2889,9522
00861200,Robeson Community College,Lumberton,NC,28360,2,1,2,37,5,0,0,0,0,NA,NA,0.2751,0.7249,0.118042226488,0.2591,0.2268,NA,0.3696,NA,0.3797,15058
00295800,Rockingham Community College,Wentworth,NC,27375,2,2,2,37,5,0,0,0,0,NA,NA,0.3468,0.6532,0.2078125,0.3254,0.2745,NA,0.2707,NA,0.2333,9829
00575400,Rowan-Cabarrus Community College,Salisbury,NC,28146,2,1,2,37,5,0,0,0,0,NA,NA,0.3626,0.6374,0.068442811208,0.2201,0.1872,NA,0.3034,NA,0.2779,12374
00296800,Saint Augustine's University,Raleigh,NC,27610-2298,3,3,3,37,5,1,0,0,0,0.5885,0.58845058967059,0.5112,0.4888,0.240924092409,0.4649,0.4695,0.2102,NA,0.2857,NA,31041
00296000,Salem College,Winston-Salem,NC,27101,3,3,4,37,5,0,0,0,1,0.8749,0.87489214840379,0.0121,0.9879,0.535353535354,0.589,0.5751,0.6443,NA,0.6226,NA,44380
00789200,Sampson Community College,Clinton,NC,28328-0318,2,2,2,37,5,0,0,0,0,NA,NA,0.3042,0.6958,0.179802955665,0.3387,0.303,NA,0.3419,NA,0.3578,12403
00296100,Sandhills Community College,Pinehurst,NC,28374,2,2,2,37,5,0,0,0,0,NA,NA,0.362,0.638,0.174418604651,0.2764,0.2344,NA,0.4078,NA,0.3251,18921
00296200,Shaw University,Raleigh,NC,27601,3,3,4,37,5,1,0,0,0,0.6103,0.61026694045174,0.4684,0.5316,0.197478991597,0.2372,0.2204,0.1473,NA,0.1398,NA,29754
00154001,St. Andrews University,Laurinburg,NC,28352,3,3,4,37,5,0,0,0,0,0.648,0.55279783393501,0.4372,0.5628,0.434701492537,0.4252,0.4227,0.2908,NA,0.2289,NA,48850
00296400,Southeastern Community College,Whiteville,NC,28472-5422,1,2,2,37,5,0,0,0,0,NA,NA,0.3103,0.6897,0.160530191458,0.3146,0.2746,NA,0.3883,NA,0.4118,12755
00846600,Southwestern Community College,Sylva,NC,28779,2,1,2,37,5,0,0,0,0,NA,NA,0.327,0.673,0.277693474962,0.4074,0.3739,NA,0.4207,NA,0.3735,14376
01119400,Stanly Community College,Albemarle,NC,28001,2,2,2,37,5,0,0,0,0,NA,NA,0.2675,0.7325,0.167410714286,0.3172,0.342,NA,0.462,NA,0.3297,13553
00296300,Southeastern Baptist Theological Seminary,Wake Forest,NC,27587-1889,3,3,4,37,5,0,0,0,0,0.8,0.8,0.6572,0.3428,PS,0.4234,NA,0.5159,NA,NA,NA,20940
00297000,Surry Community College,Dobson,NC,27017-8432,2,2,2,37,5,0,0,0,0,NA,NA,0.397,0.603,0.224409448819,0.321,0.275,NA,0.3405,NA,0.3034,14291
00546300,Alamance Community College,Graham,NC,27253-8000,1,1,2,37,5,0,0,0,0,NA,NA,0.3725,0.6275,0.189708141321,0.277,0.2686,NA,0.3076,NA,0.3291,22690
00943000,Tri-County Community College,Murphy,NC,28906,2,2,2,37,5,0,0,0,0,NA,NA,0.369,0.631,0.222222222222,0.2369,0.2249,NA,0.3475,NA,0.3519,13699
00990300,Vance-Granville Community College,Henderson,NC,27537,2,2,2,37,5,0,0,0,0,NA,NA,0.2904,0.7096,0.165122156698,0.2853,0.2439,NA,0.3189,NA,0.2707,10441
00297800,Wake Forest University,Winston-Salem,NC,27106,3,3,4,37,5,0,0,0,0,0.2137,0.21367977694726,0.4488,0.5512,0.860594795539,0.8896,0.8431,0.8994,NA,0.9217,NA,79776
00484400,Wake Technical Community College,Raleigh,NC,27603-5696,1,1,2,37,5,0,0,0,0,NA,NA,0.4657,0.5343,0.184210526316,0.2861,0.2548,NA,0.2962,NA,0.2657,10941
00297900,Warren Wilson College,Swannanoa,NC,28778-2099,3,3,4,37,5,0,0,0,0,0.8398,0.83977900552486,0.3458,0.6542,0.475982532751,0.4692,0.4585,0.4184,NA,0.3099,NA,54106
00298000,Wayne Community College,Goldsboro,NC,27534-8002,1,1,2,37,5,0,0,0,0,NA,NA,0.3918,0.6082,0.222524977293,0.3873,0.3795,NA,0.4505,NA,0.398,11688
00298200,Western Piedmont Community College,Morganton,NC,28655-4511,2,2,2,37,5,0,0,0,0,NA,NA,0.3664,0.6336,0.17945690673,0.3348,0.3063,NA,0.461,NA,0.4293,16311
00298300,Wilkes Community College,Wilkesboro,NC,28697,2,1,2,37,5,0,0,0,0,NA,NA,0.4046,0.5954,0.276048714479,0.389,0.3519,NA,0.4946,NA,0.4835,10716
00484500,Wilson Community College,Wilson,NC,27893,2,2,2,37,5,0,0,0,0,NA,NA,0.29,0.71,0.182829888712,0.3532,0.2963,NA,0.2935,NA,0.2518,12528
00298500,Wingate University,Wingate,NC,28174-0159,3,3,4,37,5,0,0,0,0,0.8615,0.86152178198304,0.4089,0.5911,0.534136546185,0.5229,0.5664,0.5921,NA,0.537,NA,55125
03570300,Carolina Christian College,Winston Salem,NC,27105,3,3,3,37,5,0,0,0,0,NA,NA,0.6596,0.3404,PS,0.9135,0.9429,NA,NA,NA,NA,18148
00298600,Winston-Salem State University,Winston-Salem,NC,27110-0001,3,3,4,37,5,1,0,0,0,0.7339,0.73387519664394,0.2425,0.7575,0.473799126638,0.6322,0.5445,0.4776,NA,0.458,NA,22372
00298100,Western Carolina University,Cullowhee,NC,28723-9646,3,3,4,37,5,0,0,0,0,0.8484,0.84841212256516,0.4327,0.5673,0.580121703854,0.6629,0.6359,0.6094,NA,0.5573,NA,18731
00869408,Rasmussen University-North Dakota,Fargo,ND,58103-7196,2,2,4,38,4,0,0,0,0,NA,NA,0.1674,0.8326,0.356214191274,0.3687,0.3283,0.3939,NA,0.4156,NA,23443
00298800,Bismarck State College,Bismarck,ND,58506-5587,2,2,3,38,4,0,0,0,0,NA,NA,0.5763,0.4237,0.41615452151,0.5122,0.4108,0.5182,NA,0.4241,NA,15737
